task_id,task_generation_config_json,env,domain,l1_category,l2_category,suggested_difficulty,suggested_hint,suggested_max_steps,suggested_split,metadata_json
navi_bench/craigslist/boats/9,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Find kayaks with photos sorted by lowest price."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=kayak&hasPic=1&sort=priceasc#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,medium,null,0,validation,null
navi_bench/craigslist/boats/10,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Browse canoes under $1,000 from owners."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=canoe&max_price=1000&purveyor=owner#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,hard,null,0,validation,null
navi_bench/craigslist/boats/11,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Find paddleboards with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=paddleboard&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,easy,null,0,validation,null
navi_bench/craigslist/boats/12,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Search for inflatable boats under $2,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=inflatable%20boat&max_price=2000#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,medium,null,0,validation,null
navi_bench/craigslist/boats/13,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Find jet skis under $8,000 with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=jet%20ski&hasPic=1&max_price=8000#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,hard,null,0,validation,null
navi_bench/craigslist/boats/14,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Browse Sea-Doo watercraft sold by owners."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=sea%20doo&purveyor=owner#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,medium,null,0,validation,null
navi_bench/craigslist/boats/15,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Search for Yamaha WaveRunner priced under $10,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=waverunner&max_price=10000#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,medium,null,0,validation,null
navi_bench/craigslist/boats/16,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Find Boston Whaler boats with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=boston%20whaler&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,medium,null,0,validation,null
navi_bench/craigslist/boats/17,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Browse Bayliner boats under $20,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=bayliner&max_price=20000#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,medium,null,0,validation,null
navi_bench/craigslist/boats/18,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Search for Sea Ray boats priced between $20,000 and $60,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=sea%20ray&min_price=20000&max_price=60000#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,hard,null,0,validation,null
navi_bench/craigslist/boats/19,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Find Tracker boats sold by owners with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=tracker%20boat&purveyor=owner&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,hard,null,0,validation,null
navi_bench/craigslist/boats/20,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Browse Grady White boats under $50,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=grady%20white&max_price=50000#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,medium,null,0,validation,null
navi_bench/craigslist/boats/21,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Find new condition boats with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?condition=10&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,medium,null,0,validation,null
navi_bench/craigslist/boats/22,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Browse boats in excellent condition from owners."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?condition=30&purveyor=owner#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,medium,null,0,validation,null
navi_bench/craigslist/boats/23,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Find like-new fishing boats under $30,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=fishing%20boat&condition=20&max_price=30000#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,hard,null,0,validation,null
navi_bench/craigslist/boats/24,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Find aluminum fishing boats under $15,000 with images from owners."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=aluminum%20fishing%20boat&hasPic=1&max_price=15000&purveyor=owner#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,hard,null,0,validation,null
navi_bench/craigslist/boats/25,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Browse fiberglass sailboats priced between $10,000 and $40,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=fiberglass%20sailboat&min_price=10000&max_price=40000#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,hard,null,0,validation,null
navi_bench/craigslist/boats/26,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Find pontoon boats with trailer under $25,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=pontoon%20trailer&max_price=25000&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,hard,null,0,validation,null
navi_bench/craigslist/boats/27,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Search for boat motors sold by owners."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=boat%20motor&purveyor=owner#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,medium,null,0,validation,null
navi_bench/craigslist/boats/28,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Find outboard motors under $3,000 with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=outboard%20motor&hasPic=1&max_price=3000#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,hard,null,0,validation,null
navi_bench/craigslist/boats/29,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Browse boat trailers under $2,000 from owners."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=boat%20trailer&max_price=2000&purveyor=owner#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,hard,null,0,validation,null
